term_name,class_name,term_ns_name,term_iri,term_version_iri,label,definition,usage,notes,examples,type
hasReference,RecordLevel,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasResourceRelationship,RecordLevel,ltc:hasResourceRelationship,http://rs.tdwg.org/ltc/terms/hasResourceRelationship,http://rs.tdwg.org/ltc/terms/version/hasResourceRelationship-2023-08-01,Has Resource Relationship,This property refers to one or more related instances of the ResourceRelationship class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
isDerivedCollection,RecordLevel,ltc:isDerivedCollection,http://rs.tdwg.org/ltc/terms/isDerivedCollection,http://rs.tdwg.org/ltc/terms/version/isDerivedCollection-2023-08-01,Is Derived Collection,A flag to indicate that the collection description has been generated by aggregating data from one or more underlying datasets of its individual objects.,,"If `true`, the LtC record has been wholly generated through the synthesis of existing digital records, such as by a programmatic aggregation of specimen records. If `false`, the LtC record is known to have been generated through some other method, such as in response to an institutional survey. Leaving this field blank indicates that the method used to construct the record is unknown or has yet to be recorded.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
license,RecordLevel,dcterms:license,http://purl.org/dc/terms/license,,License,A legal document giving official permission to do something with the resource.,A legal document giving official permission to do something with the collection description record.,"Recommended practice is to identify the license document with a URI. If this is not possible or feasible, a literal value that identifies the license may be provided.","`https://creativecommons.org/licenses/by/4.0/`, `https://creativecommons.org/publicdomain/zero/1.0/`, `https://creativecommons.org/licenses/by/4.0/legalcode`, `https://opendatacommons.org/licenses/by/1.0/`, `http://unlicense.org/`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
rights,RecordLevel,dcterms:rights,http://purl.org/dc/terms/rights,,Rights,Information about rights held in and over the resource.,A statement of any rights held in/over the collection description record.,"Typically, rights information includes a statement about various property rights associated with the resource, including intellectual property rights. Recommended practice is to refer to a rights statement with a URI. If this is not possible or feasible, a literal value (name, label, or short text) may be provided.","`http://scratchpads.eu/about/policies/termsandconditions`, `All rights reserved by DataOwner Ltd.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
rightsHolder,RecordLevel,dcterms:rightsHolder,http://purl.org/dc/terms/rightsHolder,,Rights Holder,A person or organization owning or managing rights over the resource.,A person or organization owning or managing rights held in/over the collection description record.,"Recommended practice is to refer to the rights holder with a URI. If this is not possible or feasible, a literal value that identifies the rights holder may be provided.","`Smith, Clare`, `Natural History Museum, London`, `https://orcid.org/XXXX-XXXX-XXXX-XXXX`, `https://ror.org/XXaaaXXXX`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
Reference,Reference,ltc:Reference,http://rs.tdwg.org/ltc/terms/Reference,http://rs.tdwg.org/ltc/terms/version/Reference-2023-08-01,Reference,A reference to external resources and information related to the class.,,"In Latimer Core, this class can be used to store references to publications, policies, datasets and other online resources such as websites, related to classes within the standard.",,http://www.w3.org/2000/01/rdf-schema#Class
hasIdentifier,Reference,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
referenceDetails,Reference,ltc:referenceDetails,http://rs.tdwg.org/ltc/terms/referenceDetails,http://rs.tdwg.org/ltc/terms/version/referenceDetails-2023-08-01,Reference Details,Detailed information about the resource being referenced.,,,"`This dataset includes a Darwin Core Archive of the ~8000 specimens digitised to date, of which ~80% also have an associated label image.`, `de Mestier A, Mulcahy D, Harris DJ, et al. (2023) Policies Handbook on Using Molecular Collections. Research Ideas and Outcomes 9: e102908. https://doi.org/10.3897/rio.9.e102908`, `Suggested citation: USDA-ARS US National Fungus Collection (2023). USDA United States National Fungus Collections. Occurrence dataset https://doi.org/10.15468/w78rwb accessed via GBIF.org on 2023-04-27.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
referenceName,Reference,ltc:referenceName,http://rs.tdwg.org/ltc/terms/referenceName,http://rs.tdwg.org/ltc/terms/version/referenceName-2023-08-01,Reference Name,A name given to a reference.,,"If the reference is to a publication, this field should hold the publication title; otherwise any appropriate, short, text label relevant to the resource being referenced may be used.","`Digitised specimen records on the NHM Data Portal`, `Using a Collection Health Index to prioritise access and activities in the New Zealand Arthropod Collection`, `BGBM loans policy`, `Herbarium Wikipedia page`, `NMNH website`, `Related sequences in GenBank`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
referenceType,Reference,ltc:referenceType,http://rs.tdwg.org/ltc/terms/referenceType,http://rs.tdwg.org/ltc/terms/version/referenceType-2023-08-01,Reference Type,The type of resource being referenced.,,This property is intended to be used for a high level categorisation of resource types.,"`Policy`, `Document`, `Website`, `Dataset`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
resourceURI,Reference,ltc:resourceURI,http://rs.tdwg.org/ltc/terms/resourceURI,http://rs.tdwg.org/ltc/terms/version/resourceURI-2023-08-01,Resource URI,A preferably resolvable URI providing access to the resource defined in the reference.,,,"`10.5072/example-full`, `https://examplemuseum.org/policies/loans-policy.pdf`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
ResourceRelationship,ResourceRelationship,ltc:ResourceRelationship,http://rs.tdwg.org/ltc/terms/ResourceRelationship,http://rs.tdwg.org/ltc/terms/version/ResourceRelationship-2023-08-01,Resource Relationship,"A relationship between an instance of a class in the collection description standard to another instance of the same class, or an instance of a different class in the standard.",,"In the context of this standard, the resources are the collections of objects represented by the ObjectGroup. This class can be used to define different semantic and hierarchical relationships between ObjectGroups.",,http://www.w3.org/2000/01/rdf-schema#Class
hasIdentifier,ResourceRelationship,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,ResourceRelationship,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relatedResourceID,ResourceRelationship,dwc:relatedResourceID,http://rs.tdwg.org/dwc/terms/relatedResourceID,,Related Resource ID,"An identifier for a related resource (the object, rather than the subject of the relationship).",,,`dc609808-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relatedResourceName,ResourceRelationship,ltc:relatedResourceName,http://rs.tdwg.org/ltc/terms/relatedResourceName,http://rs.tdwg.org/ltc/terms/version/relatedResourceName-2023-08-01,Related Resource Name,A short textual name for the related resource.,,"This property can be used to list resources related to the source entity which lack an identifier, for example if a separate record for that resource doesn't yet exist. In the Collection Description standard, a use of this is to list named subcollections of a larger collections at a time when the resources might not be available to create a full Collection Description for each of them. If at a later point a Collection Description record is created for the subcollection, an identifier can be added to the relatedResourceID property to maintain the same relationship.","`FMNH Mammals`, `TNHC Vertebrates`, `Sloane Herbarium`, `Grant Southwest Ceramics Collection`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relationshipAccordingTo,ResourceRelationship,dwc:relationshipAccordingTo,http://rs.tdwg.org/dwc/terms/relationshipAccordingTo,,Relationship According To,"The source (person, organization, publication, reference) establishing the relationship between the two resources.",,,`Julie Woodruff`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relationshipEstablishedDate,ResourceRelationship,dwc:relationshipEstablishedDate,http://rs.tdwg.org/dwc/terms/relationshipEstablishedDate,,Relationship Established Date,The date-time on which the relationship between the two resources was established.,,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,"`1963-03-08T14:07-0600`, `2009-02-20T08:40Z`, `2018-08-29T15:19`, `1809-02-12`, `1906-06`, `1971`, `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z`, `1900/1909`, `2007-11-13/15`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relationshipOfResource,ResourceRelationship,ltc:relationshipOfResource,http://rs.tdwg.org/ltc/terms/relationshipOfResource,http://rs.tdwg.org/ltc/terms/version/relationshipOfResource-2023-08-01,Relationship Of Resource,The relationship of the resource identified by relatedResourceID to the subject (optionally identified by the resourceID).,,Recommended best practice is to use a controlled vocabulary. https://schema.org/Property,"`part of`, `contains`, `same as`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
relationshipRemarks,ResourceRelationship,dwc:relationshipRemarks,http://rs.tdwg.org/dwc/terms/relationshipRemarks,,Relationship Remarks,Comments or notes about the relationship between the two resources.,,,"`The Darwin fossil collection makes up part of the museum's palaeontology collection.`, `Some of the same Madagascan bryophytes are included in both of these collections.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
resourceID,ResourceRelationship,dwc:resourceID,http://rs.tdwg.org/dwc/terms/resourceID,,Resource ID,An identifier for the resource that is the subject of the relationship.,,,`f809b9e0-b09b-11e8-96f8-529269fb1459`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
Role,Role,ltc:Role,http://rs.tdwg.org/ltc/terms/Role,http://rs.tdwg.org/ltc/terms/version/Role-2023-08-01,Role,The function of a Person with respect to an activity or entity.,,"While this class contains no mandatory properties, it's recommended that at least one of the roleName and hasIdentifier properties are used to specify the intended role. Where appropriate, the use of controlled vocabularies such as the CRediT contributor roles taxonomy (https://credit.niso.org) is encouraged.",,http://www.w3.org/2000/01/rdf-schema#Class
hasIdentifier,Role,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
roleName,Role,ltc:roleName,http://rs.tdwg.org/ltc/terms/roleName,http://rs.tdwg.org/ltc/terms/version/roleName-2023-08-01,Role Name,A short descriptive name for the role.,,,"`Director`, `Chair`, `Record owner`, `Primary Latimer Core record contact`, `Primary collection contact`, `Owner`, `Curator`, `Collection manager`, `Head of department`, `Registrar`, `Data curation`, `Supervision`, `Collecting`, `Curation`, `Conservation`, `Funding`, `Imaging`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
SchemeMeasurementOrFact,SchemeMeasurementOrFact,ltc:SchemeMeasurementOrFact,http://rs.tdwg.org/ltc/terms/SchemeMeasurementOrFact,http://rs.tdwg.org/ltc/terms/version/SchemeMeasurementOrFact-2023-08-01,Scheme Measurement Or Fact,"A type of measurement or fact used by the CollectionDescriptionScheme, and the rules relating to its application.",,"This class can be used to specify the qualitative and quantitative metrics that will be included in the CollectionDescriptionScheme using the MeasurementOrFact class, and dictate whether each will be mandatory and/or repeatable. This information can be used by software and queries to constrain and validate the Latimer Core dataset, and determine how and whether metrics can be aggregated and reported. The schemeMeasurementType property should correspond to the measurementType property of the MeasurementOrFact class in order to make the relevant association between the scheme definition and the stored data.",,http://www.w3.org/2000/01/rdf-schema#Class
hasIdentifier,SchemeMeasurementOrFact,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,SchemeMeasurementOrFact,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
isMandatoryMetric,SchemeMeasurementOrFact,ltc:isMandatoryMetric,http://rs.tdwg.org/ltc/terms/isMandatoryMetric,http://rs.tdwg.org/ltc/terms/version/isMandatoryMetric-2023-08-01,Is Mandatory Metric,A flag to designate whether it is mandatory or optional for every collection description within the CollectionDescriptionScheme to include the measurement or fact defined by the schemeMeasurementType property.,,This flag can be used for software automation and data validation.,"`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
isRepeatableMetric,SchemeMeasurementOrFact,ltc:isRepeatableMetric,http://rs.tdwg.org/ltc/terms/isRepeatableMetric,http://rs.tdwg.org/ltc/terms/version/isRepeatableMetric-2023-08-01,Is Repeatable Metric,A flag to designate whether multiple instances of the same schemeMeasurementType may be attached to a single entity.,,"For example, this property can be used to stipulate that, using the MeasurementOrFact class, only one 'Object count' may be attached to an ObjectGroup, but multiple 'Curator notes' may be attached to the same ObjectGroup.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
schemeMeasurementType,SchemeMeasurementOrFact,ltc:schemeMeasurementType,http://rs.tdwg.org/ltc/terms/schemeMeasurementType,http://rs.tdwg.org/ltc/terms/version/schemeMeasurementType-2023-08-01,Scheme Measurement Type,A category of quantitative metric or qualitative fact that can be included in the CollectionDescriptionScheme.,,"The schemeMeasurementType should correspond to, and be used to catalogue and/or constrain, the values that can be used in the measurementType property of the MeasurementOrFact class.","`Imaged Level Percentage`, `Storage Volume`, `Object Count`, `MIDS-0 Object Count`, `Historical Narrative`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
SchemeTerm,SchemeTerm,ltc:SchemeTerm,http://rs.tdwg.org/ltc/terms/SchemeTerm,http://rs.tdwg.org/ltc/terms/version/SchemeTerm-2023-08-01,Scheme Term,A Latimer Core term used by the CollectionDescriptionScheme and the rules relating to its application.,,"This class can be used to define which of the terms (classes and/or properties) within the standard (e.g. GeographicContext, Taxon, preservationMethod) are expected to be used within the scheme, and specify whether they're mandatory and/or repeatable. This information can be used by software and queries to validate the data and understand the rules by which metrics can be reported against the specified term.",,http://www.w3.org/2000/01/rdf-schema#Class
hasIdentifier,SchemeTerm,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,SchemeTerm,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
isMandatoryTerm,SchemeTerm,ltc:isMandatoryTerm,http://rs.tdwg.org/ltc/terms/isMandatoryTerm,http://rs.tdwg.org/ltc/terms/version/isMandatoryTerm-2023-08-01,Is Mandatory Term,A flag to designate whether it is mandatory or optional for all ObjectGroups in the CollectionDescriptionScheme to include or be linked to valid data for the class or property defined in the termName property.,,"This flag can be used for software automation and data validation. For example, if the termName is 'preservationMethod' (a property) and isMandatoryTerm is 'true', then an interface or query should always expect a value for that property, and can validate against that expectation. If the termName is Taxon (a class) and isMandatoryTerm is 'true', then similarly the expectation will be that at least one populated Taxon object is linked to every ObjectGroup. If the isRepeatableTerm property is set to 'false', then the expectation will be that exactly one populated Taxon object is linked to every ObjectGroup and no more.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
isRepeatableTerm,SchemeTerm,ltc:isRepeatableTerm,http://rs.tdwg.org/ltc/terms/isRepeatableTerm,http://rs.tdwg.org/ltc/terms/version/isRepeatableTerm-2023-08-01,Is Repeatable Term,A flag to designate whether multiple instances of the Latimer Core class or property defined in the termName property may be attached to a single ObjectGroup.,,"This property essentially defines whether the property or class is used for a 'tagging' approach (e.g. attaching multiple Taxon records to the same ObjectGroup to reflect the taxonomic scope, or a 'dimensional' approach (e.g. attaching a single GeologicalContext to an ObjectGroup, to show that it represents only objects from the Mesozoic). This has implications on how metrics may be handled, and more information is available in the non-normative guidance.","`true`, `false`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
termName,SchemeTerm,ltc:termName,http://rs.tdwg.org/ltc/terms/termName,http://rs.tdwg.org/ltc/terms/version/termName-2023-08-01,Term Name,The name of a class or property within the Latimer Core standard that is included in the CollectionDescriptionScheme.,,The values of this property are constrained to the names of terms (classes or properties) within the Latimer Core standard.,"`GeographicContext`, `Taxon`, `preservationMethod`, `discipline`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
StorageLocation,StorageLocation,ltc:StorageLocation,http://rs.tdwg.org/ltc/terms/StorageLocation,http://rs.tdwg.org/ltc/terms/version/StorageLocation-2023-08-01,Storage Location,"A physical location (such as a building, room, cabinet or drawer) within the holding institution where objects associated with the collection description are stored or exhibited.",,,,http://www.w3.org/2000/01/rdf-schema#Class
hasAddress,StorageLocation,ltc:hasAddress,http://rs.tdwg.org/ltc/terms/hasAddress,http://rs.tdwg.org/ltc/terms/version/hasAddress-2023-08-01,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasIdentifier,StorageLocation,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasMeasurementOrFact,StorageLocation,ltc:hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/version/hasMeasurementOrFact-2023-08-01,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasParentStorageLocation,StorageLocation,ltc:hasParentStorageLocation,http://rs.tdwg.org/ltc/terms/hasParentStorageLocation,http://rs.tdwg.org/ltc/terms/version/hasParentStorageLocation-2023-08-01,Has Parent Storage Location,This property refers to one or more related parent instances of the StorageLocation class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,StorageLocation,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
locationDescription,StorageLocation,ltc:locationDescription,http://rs.tdwg.org/ltc/terms/locationDescription,http://rs.tdwg.org/ltc/terms/version/locationDescription-2023-08-01,Location Description,Short textual description of the storage location of the group of items,,,`Backlog on top of Rosaceae cupboards`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
locationName,StorageLocation,ltc:locationName,http://rs.tdwg.org/ltc/terms/locationName,http://rs.tdwg.org/ltc/terms/version/locationName-2023-08-01,Location Name,A label used to identify a place where the collection is stored.,,This is the lowest level of storage location for the object group (collection or sub-collection).,"`Building A`, `Cryptogamic herbarium`, `Cupboard C1`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
locationType,StorageLocation,ltc:locationType,http://rs.tdwg.org/ltc/terms/locationType,http://rs.tdwg.org/ltc/terms/version/locationType-2023-08-01,Location Type,The nature of the location where the collection is stored.,,"This defines the type of storage location named in locationName, and may refer to static locations or moveable containers.","`Site`, `Building`, `Floor`, `Room`, `Cabinet`, `Drawer`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
Taxon,Taxon,ltc:Taxon,http://rs.tdwg.org/ltc/terms/Taxon,http://rs.tdwg.org/ltc/terms/version/Taxon-2023-08-01,Taxon,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,,,,http://www.w3.org/2000/01/rdf-schema#Class
genus,Taxon,dwc:genus,http://rs.tdwg.org/dwc/terms/genus,,Genus,The full scientific name of the genus in which the taxon is classified.,The full scientific name of the genus in which the collection's taxa are classified.,,"`Puma`, `Monoclea`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasIdentifier,Taxon,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier,http://rs.tdwg.org/ltc/terms/version/hasIdentifier-2023-08-01,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasMeasurementOrFact,Taxon,ltc:hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/version/hasMeasurementOrFact-2023-08-01,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,Taxon,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
kingdom,Taxon,dwc:kingdom,http://rs.tdwg.org/dwc/terms/kingdom,,Kingdom,The full scientific name of the kingdom in which the taxon is classified.,The full scientific name of the kingdom in which the taxa in the collection are classified.,Examples of controlled vocabularies include http://tdwg.github.io/ontology/ontology/voc/Collection.rdf and https://doi.org/10.1371/journal.pone.0130114 https://en.wikipedia.org/wiki/Two-empire_system.,"`Animalia`, `Archaea`, `Bacteria`, `Chromista`, `Fungi`, `Plantae`, `Protozoa`, `Viruses`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
scientificName,Taxon,dwc:scientificName,http://rs.tdwg.org/dwc/terms/scientificName,,Scientific Name,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.",The full scientific name. This should be the name in lowest level taxonomic rank that applies across the collection.,"If this field is used, then recommended to also complete the taxonRank. This term should not contain identification qualifications.","`Coleoptera` (order), `Vespertilionidae` (family), `Manis` (genus), `Ctenomys sociabilis` (genus + specificEpithet), `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
taxonRank,Taxon,dwc:taxonRank,http://rs.tdwg.org/dwc/terms/taxonRank,,Taxon Rank,The taxonomic rank of the most specific name in the scientificName.,,Recommended best practice is to use a controlled vocabulary. For example: https://bioportal.bioontology.org/ontologies/TAXRANK?p=summary,"`subspecies`, `varietas`, `forma`, `species`, `genus`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
TemporalCoverage,TemporalCoverage,ltc:TemporalCoverage,http://rs.tdwg.org/ltc/terms/TemporalCoverage,http://rs.tdwg.org/ltc/terms/version/TemporalCoverage-2023-08-01,Temporal Coverage,"The time period during which the related event, activity or status was occurring.","""To represent an ongoing period of time, temporalCoverageStartDateTime should be populated and temporalCoverageEndDateTime left blank. To represent a single period in time, temporalCoverageStartDateTime and temporalCoverageEndDateTime should hold the same value.""","This class can be used to reflect the period of time in which specified activities, events and states occurred. Examples might include the time range of the `Event` in which the objects were collected, the period during a `CollectionStatusHistory` over which the collection was actively growing, or the span of time someone was working in a particular `PersonRole`. If the time period you are trying to describe is better described by a categorical label rather than a date, `GeologicalContext`, `ChronometricAge` or `ObjectGroup.period` may be more suitable. ",,http://www.w3.org/2000/01/rdf-schema#Class
hasMeasurementOrFact,TemporalCoverage,ltc:hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,http://rs.tdwg.org/ltc/terms/version/hasMeasurementOrFact-2023-08-01,Has Measurement Or Fact,This property refers to one or more related instances of the MeasurementOrFact class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
hasReference,TemporalCoverage,ltc:hasReference,http://rs.tdwg.org/ltc/terms/hasReference,http://rs.tdwg.org/ltc/terms/version/hasReference-2023-08-01,Has Reference,This property refers to one or more related instances of the Reference class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
temporalCoverageEndDateTime,TemporalCoverage,ltc:temporalCoverageEndDateTime,http://rs.tdwg.org/ltc/terms/temporalCoverageEndDateTime,http://rs.tdwg.org/ltc/terms/version/temporalCoverageEndDateTime-2023-08-01,Temporal Coverage End Date,Datetime at which the TemporalCoverage finished.,"""If temporalCoverageEndDateTime is populated, temporalCoverageType is strongly recommended.""",,"`1886`, `1984-09`, `2001-10-22`, `1997-07-16T19:20+01:00`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
temporalCoverageStartDateTime,TemporalCoverage,ltc:temporalCoverageStartDateTime,http://rs.tdwg.org/ltc/terms/temporalCoverageStartDateTime,http://rs.tdwg.org/ltc/terms/version/temporalCoverageStartDateTime-2023-08-01,Temporal Coverage Start Date,Datetime at which the TemporalCoverage began.,"""If temporalCoverageStartDateTime is populated, temporalCoverageType is recommended.""",,"`1886`, `1984-09`, `2001-10-22`, `1997-07-16T19:20+01:00`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
temporalCoverageType,TemporalCoverage,ltc:temporalCoverageType,http://rs.tdwg.org/ltc/terms/temporalCoverageType,http://rs.tdwg.org/ltc/terms/version/temporalCoverageType-2023-08-01,Temporal Coverage Type,The type or context of the described TemporalCoverage.,"""If temporalCoverageStartDateTime is populated, temporalCoverageType is recommended.""",Recommendation is to use a controlled vocabulary.,"`Collecting time range`, `Establishment time range`, `Time in post`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
